"Date","Day","Month","Year","Type","Country","Area","Location","Activity","Sex","Age","Injury","Fatal..Y.N.","Species","address","latitude","longitude"
"21-Oct-84",21,"Oct",1984,"Unprovoked","USA","Florida","3 miles south of Sebastian Inlet State Park, Indian River County","Paddle and Boogie boarding","F",23,"9"" laceration to right forearm","N","Unknown","3 miles south of Sebastian Inlet State Park, Indian River County , Florida , USA",27.85141,-80.4447699999999
"14-Oct-84",14,"Oct",1984,"Unprovoked","USA","Florida","Bob Graham Beach, Martin County","Surfing","M",15,"Left calf bitten","N","Blacktip shark","Bob Graham Beach, Martin County , Florida , USA",27.24388,-80.19139
"30-Sep-84",30,"Sep",1984,"Unprovoked","USA","Oregon","""Turnaround"", Cape Kiwanda, Tillamook County","Surfing","M",25,"Abrasion on right foot, board bitten","N","White shark","""Turnaround"", Cape Kiwanda, Tillamook County , Oregon , USA",45.21955,-123.97567
"23-Sep-84",23,"Sep",1984,"Unprovoked","USA","Florida","Volusia County","Surfing","M",17,"Right foot bitten","N","Unknown","Volusia County , Florida , USA",29.04750798,-81.16204091
"22-Sep-84",22,"Sep",1984,"Unprovoked","USA","Florida","Indiatlantic, Brevard County","Surfing","M",16,"Foot bitten","N","Hammerhead shark","Indiatlantic, Brevard County , Florida , USA",28.0908000000001,-80.56915
"15-Sep-84",15,"Sep",1984,"Unprovoked","USA","California","Pigeon Point, San Mateo County","Diving","M",28,"FATAL","Y","White shark","Pigeon Point, San Mateo County , California , USA",37.1818900000001,-122.3947
"24-Jul-84",24,"Jul",1984,"Unprovoked","USA","Texas","South Padre Island","Swimming","F",13,"Lacerations on right foot","N","Unknown","South Padre Island , Texas , USA",26.1184500000001,-97.1698699999999
"24-Jul-84",24,"Jul",1984,"Unprovoked","USA","Texas","South Padre Island","Swimming","F",18,"Legs severely lacerated","N","Unknown","South Padre Island , Texas , USA",26.1184500000001,-97.1698699999999
"1-Jul-84",1,"Jul",1984,"Unprovoked","USA","Florida",NA,"Fishing","M",30,"Leg abraded","N","Unknown","NA , Florida , USA",28.5660448950001,-81.6886487899999
"15-Jun-84",15,"Jun",1984,"Unprovoked","SOUTH AFRICA","Western Cape Province","Muizenberg, False Bay","Surfing","M",27,"No injury, board bitten","N","White shark","Muizenberg, False Bay , Western Cape Province , SOUTH AFRICA",-34.1065599999999,18.47159
"3-Jun-84",3,"Jun",1984,"Unprovoked","USA","Hawaii","Kane'ohe Bay, O'ahu","Diving","F",13,"Foot bitten","N","Unknown","Kane'ohe Bay, O'ahu , Hawaii , USA",21.4627800000001,-157.81028
"31-May-84",31,"May",1984,"Unprovoked","SOUTH AFRICA","Western Cape Province","Arniston","Fishing","M",28,"Swim fin bitten","N","Unknown","Arniston , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"17-Feb-84",17,"Feb",1984,"Provoked","SOUTH AFRICA","KwaZulu-Natal","Shark tank at Oceanographic Research Insitute, Durban","Diving","M",33,"Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT","N","Dusky shark","Shark tank at Oceanographic Research Insitute, Durban , KwaZulu-Natal , SOUTH AFRICA",-29.85756,31.02781
"11-Feb-84",11,"Feb",1984,"Unprovoked","AUSTRALIA","Queensland","Derwent Island","Fishing","M",27,"Hand bitten","N","Reef shark","Derwent Island , Queensland , AUSTRALIA",-20.98639,149.78139
"5-Jan-84",5,"Jan",1984,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Port Alfred","Swimming","M",14,"Foot bitten","N","Raggedtooth shark","Port Alfred , Eastern Cape Province , SOUTH AFRICA",-33.58823,26.89324
"25-Dec-83",25,"Dec",1983,"Unprovoked","USA","Florida","Riviera Beach, Palm Beach County","Surfing","M",17,"Left foot & thigh bitten","N","Unknown","Riviera Beach, Palm Beach County , Florida , USA",26.78349,-80.0640099999999
"24-Dec-83",24,"Dec",1983,"Unprovoked","AUSTRALIA","South Australia","Dangerous Reef, South Neptune Island","Diving","M",48,"Fingers bitten","N","White shark","Dangerous Reef, South Neptune Island , South Australia , AUSTRALIA",-35.32901,136.11108
"22-Dec-83",22,"Dec",1983,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Great Fish River","Swimming","M",16,"Left calf, ankle & foot lacerated","N","Unknown","Great Fish River , Eastern Cape Province , SOUTH AFRICA",-33.4936299999999,27.1395200000001
"21-Dec-83",21,"Dec",1983,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Nahoon","Swimming","M",47,"Shin lacerated","N","Raggedtooth shark","Nahoon , Eastern Cape Province , SOUTH AFRICA",-32.190872375,26.475417807
"17-Oct-83",17,"Oct",1983,"Unprovoked","USA","Florida","Stuart Beach, Martin County","Surfing","M",16,"Puncture marks in leg & surfboard dinged","N","Unknown","Stuart Beach, Martin County , Florida , USA",27.21475,-80.1751399999999
"13-Oct-83",13,"Oct",1983,"Unprovoked","USA","Florida","Daytona Beach, Volusia County","Walking","M",20,"Lacerations to left ankle","N","Unknown","Daytona Beach, Volusia County , Florida , USA",29.2035700000001,-81.0393999999999
"4-Sep-83",4,"Sep",1983,"Unprovoked","USA","Florida","Off Lake Worth, Palm Beach County","Standing","M",15,"Abrasions to leg","N","Unknown","Off Lake Worth, Palm Beach County , Florida , USA",26.68145,-80.04587
"20-Aug-83",20,"Aug",1983,"Unprovoked","SOUTH AFRICA","Western Cape Province","Seal Island, False Bay","Fishing","M",29,"Inner thighs lacerated","N","White shark","Seal Island, False Bay , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"15-Aug-83",15,"Aug",1983,"Unprovoked","USA","Virginia","Virginia Beach, Princess Anne County","Swimming","F",14,"Foot bitten","N","Sand shark","Virginia Beach, Princess Anne County , Virginia , USA",36.84277,-76.064835
"13-Aug-83",13,"Aug",1983,"Provoked","USA","Florida","Riviera Beach, Palm Beach County","Diving","M",14,"Hand abraded when he grabbed shark's tail PROVOKED INCIDENT","N","Grey nurse shark","Riviera Beach, Palm Beach County , Florida , USA",26.78349,-80.0640099999999
"13-Aug-83",13,"Aug",1983,"Unprovoked","USA","Florida","6 miles south of Boca Chica Key, Monroe County","Diving","F",22,"Right leg severely bitten","N","Bull shark","6 miles south of Boca Chica Key, Monroe County , Florida , USA",24.568591591083,-81.6706339690705
"26-Jul-83",26,"Jul",1983,"Sea Disaster","AUSTRALIA","Queensland","Off Lodestone Reef, Great Barrier Reef, north of Townsville","Swimming","F",21,"FATAL, shark seized her by the chest and took her underwater","Y","Tiger shark","Off Lodestone Reef, Great Barrier Reef, north of Townsville , Queensland , AUSTRALIA",-19.2571199999999,146.82138
"25-Jul-83",25,"Jul",1983,"Sea Disaster","AUSTRALIA","Queensland","Off Lodestone Reef, Great Barrier Reef, north of Townsville","Swimming","M",24,"FATAL, shark bit leg, then dragged him underwater","Y","Tiger shark","Off Lodestone Reef, Great Barrier Reef, north of Townsville , Queensland , AUSTRALIA",-19.2571199999999,146.82138
"12-Jul-83",12,"Jul",1983,"Unprovoked","USA","Florida","Caloosahatchee River, Lee County","Surfing","F",39,"Left ankle nipped (3 punctures wounds)","N","Hammerhead shark","Caloosahatchee River, Lee County , Florida , USA",26.5170200000001,-82.03315
"8-Jul-83",8,"Jul",1983,"Unprovoked","BAHAMAS","Abaco Islands","Green Turtle Cay","Fishing","M",13,"Lacerations to left calf","N","Unknown","Green Turtle Cay , Abaco Islands , BAHAMAS",26.76667,-77.31667
"5-Jul-83",5,"Jul",1983,"Unprovoked","USA","Florida","Riviera Beach, Palm Beach County","Floating","M",17,"No injury, shark bit air mattress, deflating it","N","Unknown","Riviera Beach, Palm Beach County , Florida , USA",26.78349,-80.0640099999999
"29-Jun-83",29,"Jun",1983,"Unprovoked","USA","Florida","Off 12th Street, Miami Beach","Swimming","M",42,"Left foot bitten","N","Unknown","Off 12th Street, Miami Beach , Florida , USA",25.7827800243591,-80.1409224702726
"22-Jun-83",22,"Jun",1983,"Unprovoked","BAHAMAS","Abaco Islands","Off Sandy Point, Great Abaco Island","Fishing","M",15,"FATAL","Y","Unknown","Off Sandy Point, Great Abaco Island , Abaco Islands , BAHAMAS",26.4666700000001,-77.08333
"20-Jun-83",20,"Jun",1983,"Unprovoked","USA","Florida","Cocoa Beach, Brevard County","Surfing","M",21,"Left foot lacerated","N","Unknown","Cocoa Beach, Brevard County , Florida , USA",28.31818,-80.61006
"24-May-83",24,"May",1983,"Unprovoked","USA","Florida","Riviera Beach, Palm Beach County","Surfing","M",15,"Knocked off board by shark, no injury","N","Unknown","Riviera Beach, Palm Beach County , Florida , USA",26.78349,-80.0640099999999
"21-May-83",21,"May",1983,"Unprovoked","USA","Florida","Haulover Inlet, Dade County","Surfing","M",22,"Right foot bitten","N","Unknown","Haulover Inlet, Dade County , Florida , USA",25.9065168043456,-80.1233088425997
"12-Apr-83",12,"Apr",1983,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Bonza Bay","Fishing","M",27,"Puncture wounds to foot","N","Raggedtooth shark","Bonza Bay , Eastern Cape Province , SOUTH AFRICA",-32.9727099999999,27.95806
"2-Apr-83",2,"Apr",1983,"Unprovoked","USA","Florida","Lake Worth Beach, Palm Beach County","Surfing","M",16,"Left foot bitten","N","Unknown","Lake Worth Beach, Palm Beach County , Florida , USA",26.61645,-80.0572299999999
"30-Mar-83",30,"Mar",1983,"Unprovoked","SOUTH AFRICA","KwaZulu-Natal","Scottburgh","Fishing","M",17,"Right calf lacerated","N","Zambesi shark","Scottburgh , KwaZulu-Natal , SOUTH AFRICA",-30.28817,30.7518600000001
"20-Feb-83",20,"Feb",1983,"Unprovoked","SOUTH AFRICA","KwaZulu-Natal","Mtunzini","Paddle and Boogie boarding","M",16,"Puncture wounds to buttocks","N","Unknown","Mtunzini , KwaZulu-Natal , SOUTH AFRICA",-28.9503799999999,31.75791
"24-Jan-83",24,"Jan",1983,"Provoked","USA","South Carolina","60 miles southeast of Beaufort","Fishing","M",43,"Leg bitten by captive shark PROVOKED INCIDENT","N","Unknown","60 miles southeast of Beaufort , South Carolina , USA",32.4358657915798,-80.6455822260431
"10-Jan-83",10,"Jan",1983,"Unprovoked","SOUTH AFRICA","Western Cape Province","Muizenberg","Surfing","M",22,"Left foot lacerated","N","Unknown","Muizenberg , Western Cape Province , SOUTH AFRICA",-34.1065599999999,18.47159
"8-Jan-83",8,"Jan",1983,"Unprovoked","SOUTH AFRICA","Western Cape Province","Holbaai","Fishing","M",32,"No injury, rammed by shark","N","White shark","Holbaai , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"13-Oct-82",13,"Oct",1982,"Unprovoked","USA","Florida","North Dade- Interama area of Biscayne Bay","Surfing","M",26,"Left foot lacerated","N","Unknown","North Dade- Interama area of Biscayne Bay , Florida , USA",25.69998,-80.26638
"30-Sep-82",30,"Sep",1982,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Nahoon, East London","Surfing","M",16,"No injury, pressure ding on surfboard","N","Unknown","Nahoon, East London , Eastern Cape Province , SOUTH AFRICA",-32.9792830740076,27.9412388381523
"30-Sep-82",30,"Sep",1982,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Nahoon, East London","Surfing","M",16,"No Injury, surfboard bitten","N","White shark","Nahoon, East London , Eastern Cape Province , SOUTH AFRICA",-32.9792830740076,27.9412388381523
"27-Sep-82",27,"Sep",1982,"Unprovoked","USA","Florida","Patrick Air Force Base, Brevard County","Surfing","M",20,"Laceration to lower left leg","N","Unknown","Patrick Air Force Base, Brevard County , Florida , USA",28.2518200000001,-80.60354
"25-Sep-82",25,"Sep",1982,"Unprovoked","USA","California","Monastery Beach, Carmel Bay, Monterey County","Diving","M",36,"Lacerations to hand","N","White shark","Monastery Beach, Carmel Bay, Monterey County , California , USA",36.5246000000001,-121.92452
"19-Sep-82",19,"Sep",1982,"Unprovoked","USA","California","Bear Harbor, Mendocino County","Diving","M",28,"Upper left thigh & buttocks bitten","N","White shark","Bear Harbor, Mendocino County , California , USA",39.9129300000001,-123.93808
"29-Aug-82",29,"Aug",1982,"Unprovoked","SOUTH AFRICA","Western Cape Province","Langebaan","Swimming","F",18,"Left knee, lower leg & foot bitten","N","Unknown","Langebaan , Western Cape Province , SOUTH AFRICA",-33.0816,18.0378000000001
"24-Jul-82",24,"Jul",1982,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Nahoon, East London","Paddle and Boogie boarding","M",38,"No injury, ski bitten","N","White shark","Nahoon, East London , Eastern Cape Province , SOUTH AFRICA",-32.9792830740076,27.9412388381523
"24-Jul-82",24,"Jul",1982,"Unprovoked","USA","California","Point Buchon, San Luis Obispo County","Paddle and Boogie boarding","M",26,"No Injury, board bitten","N","White shark","Point Buchon, San Luis Obispo County , California , USA",35.25525,-120.89907
"19-Jul-82",19,"Jul",1982,"Unprovoked","USA","Florida","Stuart Beach, Martin County","Swimming","M",17,"Left ankle bitten","N","Unknown","Stuart Beach, Martin County , Florida , USA",27.21475,-80.1751399999999
"1-Jul-82",1,"Jul",1982,"Unprovoked","USA","Florida","Daytona Beach, Volusia County","Swimming","F",19,"Laceration to left leg","N","Unknown","Daytona Beach, Volusia County , Florida , USA",29.2035700000001,-81.0393999999999
"29-Jun-82",29,"Jun",1982,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Ntlonyana Bay","Surfing","M",27,"FATAL","Y","White shark","Ntlonyana Bay , Eastern Cape Province , SOUTH AFRICA",-32.07203,28.81314
"26-Jun-82",26,"Jun",1982,"Unprovoked","USA","South Carolina","Isle of Palms, Charleston County","Swimming","M",20,"Left arm bitten","N","Unknown","Isle of Palms, Charleston County , South Carolina , USA",32.78997,-79.7838399999999
"26-Jun-82",26,"Jun",1982,"Unprovoked","BAHAMAS","Andros Islands","North Rat Cay Reef","Fishing","M",19,"Arm severed at elbow","N","Lemon shark","North Rat Cay Reef , Andros Islands , BAHAMAS",24.4333300000001,-77.95
"10-Mar-82",10,"Mar",1982,"Unprovoked","USA","Florida","Palm Beach, Palm Beach County","Surfing","M",16,"Elbow bitten","N","Unknown","Palm Beach, Palm Beach County , Florida , USA",26.7030600000001,-80.0366099999999
"7-Mar-82",7,"Mar",1982,"Unprovoked","AUSTRALIA","New South Wales","Tallow Beach, Byron Bay","Surfing","M",20,"Legs bitten  FATAL","Y","Unknown","Tallow Beach, Byron Bay , New South Wales , AUSTRALIA",-28.6445196742858,153.625469771365
"28-Feb-82",28,"Feb",1982,"Unprovoked","AUSTRALIA","Tasmania","South Cape Bay","Fishing","M",32,"FATAL, body not recovered","Y","White shark","South Cape Bay , Tasmania , AUSTRALIA",-43.6299999999999,146.78999
"27-Feb-82",27,"Feb",1982,"Unprovoked","USA","Florida","Hobe Sound, Palm Beach County","Surfing","M",18,"Lacerations to left hand and forearm","N","Unknown","Hobe Sound, Palm Beach County , Florida , USA",26.5348706644058,-80.2038954387424
"13-Feb-82",13,"Feb",1982,"Unprovoked","USA","Florida","Palm Beach, Palm Beach County","Swimming","F",75,"Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning","Y","Unknown","Palm Beach, Palm Beach County , Florida , USA",26.7030600000001,-80.0366099999999
"7-Feb-82",7,"Feb",1982,"Unprovoked","USA","Florida","Elliot Key","Diving","M",29,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth","Y","Unknown","Elliot Key , Florida , USA",28.6931100504906,-81.7631099101916
"29-Jan-82",29,"Jan",1982,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Mpekeweni","Swimming","M",20,"Right shin & toe lacerated","N","Raggedtooth shark","Mpekeweni , Eastern Cape Province , SOUTH AFRICA",-32.190872375,26.475417807
"19-Dec-81",19,"Dec",1981,"Unprovoked","USA","California","South Moss Beach, Spanish Bay, Monterey Peninsula","Surfing","M",24,"FATAL, torso bitten","Y","White shark","South Moss Beach, Spanish Bay, Monterey Peninsula , California , USA",40.7987200000001,-124.20349
"9-Nov-81",9,"Nov",1981,"Unprovoked","USA","Hawaii","La'au Point, Moloka'i","Diving","M",59,"Hand bitten","N","Unknown","La'au Point, Moloka'i , Hawaii , USA",21.10472,-157.3125
"19-Oct-81",19,"Oct",1981,"Unprovoked","USA","Florida","Jupiter Island, Brevard County","Swimming","M",19,"Hand & forearm bitten","N","Unknown","Jupiter Island, Brevard County , Florida , USA",28.1893299350483,-80.6039243443575
"16-Oct-81",16,"Oct",1981,"Unprovoked","USA","Florida","Cocoa Beach, Brevard County","Surfing","M",17,"Puncture wounds to left foot","N","Unknown","Cocoa Beach, Brevard County , Florida , USA",28.31818,-80.61006
"1-Oct-81",1,"Oct",1981,"Unprovoked","USA","Florida","Playalinda Beach, Brevard County","Surfing","M",24,"Laceration to right leg","N","Unknown","Playalinda Beach, Brevard County , Florida , USA",28.68686,-80.65613
"28-Sep-81",28,"Sep",1981,"Unprovoked","USA","Florida","Cocoa Beach, Brevard County","Surfing","M",28,"5 puncture marks to hip","N","Unknown","Cocoa Beach, Brevard County , Florida , USA",28.31818,-80.61006
"15-Sep-81",15,"Sep",1981,"Unprovoked","USA","Florida","Tampa Bay, Manatee County","Swimming","M",26,"FATAL, right calf bitten","Y","Tiger shark","Tampa Bay, Manatee County , Florida , USA",27.4718586540001,-82.301955585
"3-Sep-81",3,"Sep",1981,"Unprovoked","USA","Florida","Patrick Air Force Base, Brevard County","Surfing","M",25,"Lacerations to 2 fingers of left hand","N","Unknown","Patrick Air Force Base, Brevard County , Florida , USA",28.2518200000001,-80.60354
"3-Sep-81",3,"Sep",1981,"Unprovoked","USA","Florida","Cocoa Beach, Brevard County","Surfing","M",24,"Laceration to foot","N","Unknown","Cocoa Beach, Brevard County , Florida , USA",28.31818,-80.61006
"29-Aug-81",29,"Aug",1981,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",15,"Laceration to left ankle","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"24-Aug-81",24,"Aug",1981,"Provoked","USA","Florida","Gulf Island National Seashore Park","Fishing","M",19,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT","N","Unknown","Gulf Island National Seashore Park , Florida , USA",30.36465,-86.96728
"10-Aug-81",10,"Aug",1981,"Unprovoked","USA","Florida","Ormond Beach / Daytona Beach, Volusia County","Swimming","F",19,"FATAL","Y","Unknown","Ormond Beach / Daytona Beach, Volusia County , Florida , USA",29.2413060000001,-81.04139
"7-Aug-81",7,"Aug",1981,"Unprovoked","BAHAMAS","Grand Bahama Island","Gingerbread Reef, east of Little Isaac Island","Snorkeling","M",53,"Upper right arm bitten","N","Mako shark","Gingerbread Reef, east of Little Isaac Island , Grand Bahama Island , BAHAMAS",26.64802467,-78.376094197
